txn_id,user_id,txn_date,amount,ingestion_date
1966,335,2024-02-18,1763,2024-02-20
1967,190,2024-02-05,3247,2024-02-05
1968,438,2024-01-13,3295,2024-01-15
1969,154,2024-02-10,4085,2024-02-13
1970,143,2024-02-26,1652,2024-03-04
1971,171,2024-01-03,307,2024-01-04
1972,468,2024-02-07,4107,2024-02-08
1973,299,2024-01-05,2620,2024-01-15
1974,355,2024-02-04,234,2024-02-11
1975,118,2024-01-22,2866,2024-01-22
1976,469,2024-01-03,1068,2024-01-08
1977,208,2024-02-21,3854,2024-03-02
1978,447,2024-02-25,1320,2024-03-06
1979,479,2024-02-07,690,2024-02-08
1980,118,2024-02-17,4105,2024-02-17
1981,434,2024-01-02,475,2024-01-09
1982,224,2024-02-14,217,2024-02-14
1983,188,2024-02-10,2617,2024-02-10
1984,149,2024-01-30,1498,2024-02-14
1985,402,2024-01-05,1035,2024-01-05
1986,354,2024-02-08,1906,2024-02-23
1987,132,2024-02-21,3591,2024-02-22
1988,272,2024-02-21,2756,2024-02-26
1989,161,2024-02-13,4571,2024-02-28
1990,170,2024-01-21,473,2024-01-22
1991,403,2024-01-12,617,2024-01-15
1992,161,2024-01-18,3500,2024-01-18
1993,186,2024-02-14,4633,2024-02-17
1994,184,2024-01-29,4867,2024-01-30
1995,120,2024-01-09,3181,2024-01-09
1996,498,2024-01-11,4089,2024-01-11
1997,141,2024-01-01,1569,2024-01-01
1998,145,2024-02-15,2424,2024-03-01
1999,313,2024-02-14,1139,2024-02-21
2000,205,2024-01-10,4385,2024-01-12
